grad_clip,n_epochs,n_h_layers,n_neurones,patience,valid_loss_Net_D_W,valid_loss_Net_D_W_es,valid_loss_Net_D_gc,valid_loss_Net_D_gc_es
1,50,6,50,10,0.012691015377640724,0.012691015377640724,0.012627736665308475,0.012627736665308475
2,50,6,50,10,0.012691015377640724,0.012691015377640724,0.010939917527139187,0.010939917527139187
4,50,6,50,10,0.012691015377640724,0.012691015377640724,0.01431285310536623,0.01431285310536623
0.5,50,6,50,15,0.012691015377640724,0.012691015377640724,0.017654918134212494,0.017654918134212494
1,50,6,50,15,0.012691015377640724,0.012691015377640724,0.012627736665308475,0.012627736665308475
2,50,6,50,15,0.012691015377640724,0.012691015377640724,0.010939917527139187,0.010939917527139187
4,50,6,50,15,0.012691015377640724,0.012691015377640724,0.01431285310536623,0.01431285310536623
0.5,50,6,50,20,0.012691015377640724,0.012691015377640724,0.017654918134212494,0.017654918134212494
1,50,6,50,20,0.012691015377640724,0.012691015377640724,0.012627736665308475,0.012627736665308475
2,50,6,50,20,0.012691015377640724,0.012691015377640724,0.010939917527139187,0.010939917527139187
4,50,6,50,20,0.012691015377640724,0.012691015377640724,0.01431285310536623,0.01431285310536623
0.5,100,6,50,5,0.012690333649516106,0.013296346180140972,0.01765485294163227,0.1692798137664795
1,100,6,50,5,0.012690333649516106,0.013296346180140972,0.01262756623327732,0.01262756623327732
2,100,6,50,5,0.012690333649516106,0.013296346180140972,0.010939917527139187,0.010939917527139187
4,100,6,50,5,0.012690333649516106,0.013296346180140972,0.01431282702833414,0.01431282702833414
0.5,100,6,50,10,0.012690333649516106,0.012690333649516106,0.01765485294163227,0.01765485294163227
1,100,6,50,10,0.012690333649516106,0.012690333649516106,0.01262756623327732,0.01262756623327732
2,100,6,50,10,0.012690333649516106,0.012690333649516106,0.010939917527139187,0.010939917527139187
4,100,6,50,10,0.012690333649516106,0.012690333649516106,0.01431282702833414,0.01431282702833414
0.5,100,6,50,15,0.012690333649516106,0.012690333649516106,0.01765485294163227,0.01765485294163227
1,100,6,50,15,0.012690333649516106,0.012690333649516106,0.01262756623327732,0.01262756623327732
2,100,6,50,15,0.012690333649516106,0.012690333649516106,0.010939917527139187,0.010939917527139187
4,100,6,50,15,0.012690333649516106,0.012690333649516106,0.01431282702833414,0.01431282702833414
0.5,100,6,50,20,0.012690333649516106,0.012690333649516106,0.01765485294163227,0.01765485294163227
1,100,6,50,20,0.012690333649516106,0.012690333649516106,0.01262756623327732,0.01262756623327732
2,100,6,50,20,0.012690333649516106,0.012690333649516106,0.010939917527139187,0.010939917527139187
4,100,6,50,20,0.012690333649516106,0.012690333649516106,0.01431282702833414,0.01431282702833414
0.5,30,6,100,5,0.19610567390918732,0.19610567390918732,0.02541279047727585,0.13522644340991974
1,30,6,100,5,0.19610567390918732,0.19610567390918732,0.01791534386575222,0.16272002458572388
2,30,6,100,5,0.19610567390918732,0.19610567390918732,0.026319557800889015,0.26890864968299866
4,30,6,100,5,0.19610567390918732,0.19610567390918732,0.027917856350541115,0.027917856350541115
0.5,30,6,100,10,0.19610567390918732,0.19610567390918732,0.02541279047727585,0.02541279047727585
1,30,6,100,10,0.19610567390918732,0.19610567390918732,0.01791534386575222,0.01791534386575222
2,30,6,100,10,0.19610567390918732,0.19610567390918732,0.026319557800889015,0.026319557800889015
4,30,6,100,10,0.19610567390918732,0.19610567390918732,0.027917856350541115,0.027917856350541115
0.5,30,6,100,15,0.19610567390918732,0.19610567390918732,0.02541279047727585,0.02541279047727585
1,30,6,100,15,0.19610567390918732,0.19610567390918732,0.01791534386575222,0.01791534386575222
2,30,6,100,15,0.19610567390918732,0.19610567390918732,0.026319557800889015,0.026319557800889015
4,30,6,100,15,0.19610567390918732,0.19610567390918732,0.027917856350541115,0.027917856350541115
0.5,30,6,100,20,0.19610567390918732,0.19610567390918732,0.02541279047727585,0.02541279047727585
1,30,6,100,20,0.19610567390918732,0.19610567390918732,0.01791534386575222,0.01791534386575222
2,30,6,100,20,0.19610567390918732,0.19610567390918732,0.026319557800889015,0.026319557800889015
4,30,6,100,20,0.19610567390918732,0.19610567390918732,0.027917856350541115,0.027917856350541115
0.5,50,6,100,5,0.19610567390918732,0.19610567390918732,0.010531364940106869,0.13522644340991974
1,50,6,100,5,0.19610567390918732,0.19610567390918732,0.009503220207989216,0.16272002458572388
2,50,6,100,5,0.19610567390918732,0.19610567390918732,0.014759792014956474,0.26890864968299866
4,50,6,100,5,0.19610567390918732,0.19610567390918732,0.012897109612822533,0.012897109612822533
0.5,50,6,100,10,0.19610567390918732,0.19610567390918732,0.010531364940106869,0.010531364940106869
1,50,6,100,10,0.19610567390918732,0.19610567390918732,0.009503220207989216,0.009503220207989216
2,50,6,100,10,0.19610567390918732,0.19610567390918732,0.014759792014956474,0.014759792014956474
4,50,6,100,10,0.19610567390918732,0.19610567390918732,0.012897109612822533,0.012897109612822533
0.5,50,6,100,15,0.19610567390918732,0.19610567390918732,0.010531364940106869,0.010531364940106869
1,50,6,100,15,0.19610567390918732,0.19610567390918732,0.009503220207989216,0.009503220207989216
2,50,6,100,15,0.19610567390918732,0.19610567390918732,0.014759792014956474,0.014759792014956474
4,50,6,100,15,0.19610567390918732,0.19610567390918732,0.012897109612822533,0.012897109612822533
0.5,50,6,100,20,0.19610567390918732,0.19610567390918732,0.010531364940106869,0.010531364940106869
1,50,6,100,20,0.19610567390918732,0.19610567390918732,0.009503220207989216,0.009503220207989216
2,50,6,100,20,0.19610567390918732,0.19610567390918732,0.014759792014956474,0.014759792014956474
4,50,6,100,20,0.19610567390918732,0.19610567390918732,0.012897109612822533,0.012897109612822533
0.5,100,6,100,5,0.19610567390918732,0.19610567390918732,0.010531335137784481,0.13522644340991974
1,100,6,100,5,0.19610567390918732,0.19610567390918732,0.009503220207989216,0.16272002458572388
2,100,6,100,5,0.19610567390918732,0.19610567390918732,0.014759792014956474,0.26890864968299866
4,100,6,100,5,0.19610567390918732,0.19610567390918732,0.012896868400275707,0.012896868400275707
0.5,100,6,100,10,0.19610567390918732,0.19610567390918732,0.010531335137784481,0.010531335137784481
1,100,6,100,10,0.19610567390918732,0.19610567390918732,0.009503220207989216,0.009503220207989216
2,100,6,100,10,0.19610567390918732,0.19610567390918732,0.014759792014956474,0.014759792014956474
4,100,6,100,10,0.19610567390918732,0.19610567390918732,0.012896868400275707,0.012896868400275707
0.5,100,6,100,15,0.19610567390918732,0.19610567390918732,0.010531335137784481,0.010531335137784481
1,100,6,100,15,0.19610567390918732,0.19610567390918732,0.009503220207989216,0.009503220207989216
2,100,6,100,15,0.19610567390918732,0.19610567390918732,0.014759792014956474,0.014759792014956474
4,100,6,100,15,0.19610567390918732,0.19610567390918732,0.012896868400275707,0.012896868400275707
0.5,100,6,100,20,0.19610567390918732,0.19610567390918732,0.010531335137784481,0.010531335137784481
1,100,6,100,20,0.19610567390918732,0.19610567390918732,0.009503220207989216,0.009503220207989216
2,100,6,100,20,0.19610567390918732,0.19610567390918732,0.014759792014956474,0.014759792014956474
4,100,6,100,20,0.19610567390918732,0.19610567390918732,0.012896868400275707,0.012896868400275707
0.5,30,8,30,5,0.2109156996011734,0.2109156996011734,0.019931582733988762,0.019931582733988762
1,30,8,30,5,0.2109156996011734,0.2109156996011734,0.018521863967180252,0.018521863967180252
2,30,8,30,5,0.2109156996011734,0.2109156996011734,0.019950175657868385,0.07478401064872742
4,30,8,30,5,0.2109156996011734,0.2109156996011734,0.05711397901177406,0.07364437729120255
0.5,30,8,30,10,0.2109156996011734,0.2109156996011734,0.019931582733988762,0.019931582733988762
1,30,8,30,10,0.2109156996011734,0.2109156996011734,0.018521863967180252,0.018521863967180252
2,30,8,30,10,0.2109156996011734,0.2109156996011734,0.019950175657868385,0.019950175657868385
4,30,8,30,10,0.2109156996011734,0.2109156996011734,0.05711397901177406,0.05711397901177406
0.5,30,8,30,15,0.2109156996011734,0.2109156996011734,0.019931582733988762,0.019931582733988762
1,30,8,30,15,0.2109156996011734,0.2109156996011734,0.018521863967180252,0.018521863967180252
2,30,8,30,15,0.2109156996011734,0.2109156996011734,0.019950175657868385,0.019950175657868385
4,30,8,30,15,0.2109156996011734,0.2109156996011734,0.05711397901177406,0.05711397901177406
0.5,30,8,30,20,0.2109156996011734,0.2109156996011734,0.019931582733988762,0.019931582733988762
1,30,8,30,20,0.2109156996011734,0.2109156996011734,0.018521863967180252,0.018521863967180252
2,30,8,30,20,0.2109156996011734,0.2109156996011734,0.019950175657868385,0.019950175657868385
4,30,8,30,20,0.2109156996011734,0.2109156996011734,0.05711397901177406,0.05711397901177406
0.5,50,8,30,5,0.2109156996011734,0.2109156996011734,0.008742374368011951,0.008742374368011951
1,50,8,30,5,0.2109156996011734,0.2109156996011734,0.010833579115569592,0.010833579115569592
2,50,8,30,5,0.2109156996011734,0.2109156996011734,0.012186753563582897,0.07478401064872742
4,50,8,30,5,0.2109156996011734,0.2109156996011734,0.032655831426382065,0.07364437729120255
0.5,50,8,30,10,0.2109156996011734,0.2109156996011734,0.008742374368011951,0.008742374368011951
1,50,8,30,10,0.2109156996011734,0.2109156996011734,0.010833579115569592,0.010833579115569592
2,50,8,30,10,0.2109156996011734,0.2109156996011734,0.012186753563582897,0.012186753563582897
4,50,8,30,10,0.2109156996011734,0.2109156996011734,0.032655831426382065,0.032655831426382065
0.5,50,8,30,15,0.2109156996011734,0.2109156996011734,0.008742374368011951,0.008742374368011951
1,50,8,30,15,0.2109156996011734,0.2109156996011734,0.010833579115569592,0.010833579115569592
2,50,8,30,15,0.2109156996011734,0.2109156996011734,0.012186753563582897,0.012186753563582897
4,50,8,30,15,0.2109156996011734,0.2109156996011734,0.032655831426382065,0.032655831426382065
0.5,50,8,30,20,0.2109156996011734,0.2109156996011734,0.008742374368011951,0.008742374368011951
1,50,8,30,20,0.2109156996011734,0.2109156996011734,0.010833579115569592,0.010833579115569592
2,50,8,30,20,0.2109156996011734,0.2109156996011734,0.012186753563582897,0.012186753563582897
4,50,8,30,20,0.2109156996011734,0.2109156996011734,0.032655831426382065,0.032655831426382065
0.5,100,8,30,5,0.2109156996011734,0.2109156996011734,0.008742374368011951,0.008742374368011951
1,100,8,30,5,0.2109156996011734,0.2109156996011734,0.010833579115569592,0.010833579115569592
2,100,8,30,5,0.2109156996011734,0.2109156996011734,0.012185826897621155,0.07478401064872742
4,100,8,30,5,0.2109156996011734,0.2109156996011734,0.03265552967786789,0.07364437729120255
0.5,100,8,30,10,0.2109156996011734,0.2109156996011734,0.008742374368011951,0.008742374368011951
1,100,8,30,10,0.2109156996011734,0.2109156996011734,0.010833579115569592,0.010833579115569592
2,100,8,30,10,0.2109156996011734,0.2109156996011734,0.012185826897621155,0.012185826897621155
4,100,8,30,10,0.2109156996011734,0.2109156996011734,0.03265552967786789,0.03265552967786789
0.5,100,8,30,15,0.2109156996011734,0.2109156996011734,0.008742374368011951,0.008742374368011951
1,100,8,30,15,0.2109156996011734,0.2109156996011734,0.010833579115569592,0.010833579115569592
2,100,8,30,15,0.2109156996011734,0.2109156996011734,0.012185826897621155,0.012185826897621155
4,100,8,30,15,0.2109156996011734,0.2109156996011734,0.03265552967786789,0.03265552967786789
0.5,100,8,30,20,0.2109156996011734,0.2109156996011734,0.008742374368011951,0.008742374368011951
1,100,8,30,20,0.2109156996011734,0.2109156996011734,0.010833579115569592,0.010833579115569592
2,100,8,30,20,0.2109156996011734,0.2109156996011734,0.012185826897621155,0.012185826897621155
4,100,8,30,20,0.2109156996011734,0.2109156996011734,0.03265552967786789,0.03265552967786789
0.5,30,8,50,5,0.4946369230747223,0.4946369230747223,0.24252745509147644,0.3001922369003296
1,30,8,50,5,0.4946369230747223,0.4946369230747223,0.01847306825220585,0.16716736555099487
2,30,8,50,5,0.4946369230747223,0.4946369230747223,0.017472954466938972,0.017472954466938972
4,30,8,50,5,0.4946369230747223,0.4946369230747223,0.025405365973711014,0.14876249432563782
0.5,30,8,50,10,0.4946369230747223,0.4946369230747223,0.24252745509147644,0.24252745509147644
1,30,8,50,10,0.4946369230747223,0.4946369230747223,0.01847306825220585,0.01847306825220585
2,30,8,50,10,0.4946369230747223,0.4946369230747223,0.017472954466938972,0.017472954466938972
4,30,8,50,10,0.4946369230747223,0.4946369230747223,0.025405365973711014,0.025405365973711014
0.5,30,8,50,15,0.4946369230747223,0.4946369230747223,0.24252745509147644,0.24252745509147644
1,30,8,50,15,0.4946369230747223,0.4946369230747223,0.01847306825220585,0.01847306825220585
2,30,8,50,15,0.4946369230747223,0.4946369230747223,0.017472954466938972,0.017472954466938972
4,30,8,50,15,0.4946369230747223,0.4946369230747223,0.025405365973711014,0.025405365973711014
0.5,30,8,50,20,0.4946369230747223,0.4946369230747223,0.24252745509147644,0.24252745509147644
1,30,8,50,20,0.4946369230747223,0.4946369230747223,0.01847306825220585,0.01847306825220585
2,30,8,50,20,0.4946369230747223,0.4946369230747223,0.017472954466938972,0.017472954466938972
4,30,8,50,20,0.4946369230747223,0.4946369230747223,0.025405365973711014,0.025405365973711014
0.5,50,8,50,5,0.4946369230747223,0.4946369230747223,0.24252745509147644,0.3001922369003296
1,50,8,50,5,0.4946369230747223,0.4946369230747223,0.010644868947565556,0.16716736555099487
2,50,8,50,5,0.4946369230747223,0.4946369230747223,0.014153116382658482,0.015113908797502518
4,50,8,50,5,0.4946369230747223,0.4946369230747223,0.018189825117588043,0.14876249432563782
0.5,50,8,50,10,0.4946369230747223,0.4946369230747223,0.24252745509147644,0.24252745509147644
1,50,8,50,10,0.4946369230747223,0.4946369230747223,0.010644868947565556,0.010644868947565556
2,50,8,50,10,0.4946369230747223,0.4946369230747223,0.014153116382658482,0.014153116382658482
4,50,8,50,10,0.4946369230747223,0.4946369230747223,0.018189825117588043,0.018189825117588043
0.5,50,8,50,15,0.4946369230747223,0.4946369230747223,0.24252745509147644,0.24252745509147644
1,50,8,50,15,0.4946369230747223,0.4946369230747223,0.010644868947565556,0.010644868947565556
2,50,8,50,15,0.4946369230747223,0.4946369230747223,0.014153116382658482,0.014153116382658482
4,50,8,50,15,0.4946369230747223,0.4946369230747223,0.018189825117588043,0.018189825117588043
0.5,50,8,50,20,0.4946369230747223,0.4946369230747223,0.24252745509147644,0.24252745509147644
1,50,8,50,20,0.4946369230747223,0.4946369230747223,0.010644868947565556,0.010644868947565556
2,50,8,50,20,0.4946369230747223,0.4946369230747223,0.014153116382658482,0.014153116382658482
4,50,8,50,20,0.4946369230747223,0.4946369230747223,0.018189825117588043,0.018189825117588043
0.5,100,8,50,5,0.4946369230747223,0.4946369230747223,0.24252745509147644,0.3001922369003296
1,100,8,50,5,0.4946369230747223,0.4946369230747223,0.010644841007888317,0.16716736555099487
2,100,8,50,5,0.4946369230747223,0.4946369230747223,0.014153084717690945,0.015113908797502518
4,100,8,50,5,0.4946369230747223,0.4946369230747223,0.018189767375588417,0.14876249432563782
0.5,100,8,50,10,0.4946369230747223,0.4946369230747223,0.24252745509147644,0.24252745509147644
1,100,8,50,10,0.4946369230747223,0.4946369230747223,0.010644841007888317,0.010644841007888317
2,100,8,50,10,0.4946369230747223,0.4946369230747223,0.014153084717690945,0.014153084717690945
4,100,8,50,10,0.4946369230747223,0.4946369230747223,0.018189767375588417,0.018189767375588417
0.5,100,8,50,15,0.4946369230747223,0.4946369230747223,0.24252745509147644,0.24252745509147644
1,100,8,50,15,0.4946369230747223,0.4946369230747223,0.010644841007888317,0.010644841007888317
2,100,8,50,15,0.4946369230747223,0.4946369230747223,0.014153084717690945,0.014153084717690945
4,100,8,50,15,0.4946369230747223,0.4946369230747223,0.018189767375588417,0.018189767375588417
0.5,100,8,50,20,0.4946369230747223,0.4946369230747223,0.24252745509147644,0.24252745509147644
1,100,8,50,20,0.4946369230747223,0.4946369230747223,0.010644841007888317,0.010644841007888317
2,100,8,50,20,0.4946369230747223,0.4946369230747223,0.014153084717690945,0.014153084717690945
4,100,8,50,20,0.4946369230747223,0.4946369230747223,0.018189767375588417,0.018189767375588417
0.5,30,8,100,5,0.18613143265247345,0.18613143265247345,0.46899551153182983,0.46899551153182983
1,30,8,100,5,0.18613143265247345,0.18613143265247345,0.36444395780563354,0.36444395780563354
2,30,8,100,5,0.18613143265247345,0.18613143265247345,0.5766282677650452,0.5766282677650452
4,30,8,100,5,0.18613143265247345,0.18613143265247345,0.16469942033290863,0.16469942033290863
0.5,30,8,100,10,0.18613143265247345,0.18613143265247345,0.46899551153182983,0.46899551153182983
1,30,8,100,10,0.18613143265247345,0.18613143265247345,0.36444395780563354,0.36444395780563354
2,30,8,100,10,0.18613143265247345,0.18613143265247345,0.5766282677650452,0.5766282677650452
4,30,8,100,10,0.18613143265247345,0.18613143265247345,0.16469942033290863,0.16469942033290863
0.5,30,8,100,15,0.18613143265247345,0.18613143265247345,0.46899551153182983,0.46899551153182983
1,30,8,100,15,0.18613143265247345,0.18613143265247345,0.36444395780563354,0.36444395780563354
2,30,8,100,15,0.18613143265247345,0.18613143265247345,0.5766282677650452,0.5766282677650452
4,30,8,100,15,0.18613143265247345,0.18613143265247345,0.16469942033290863,0.16469942033290863
0.5,30,8,100,20,0.18613143265247345,0.18613143265247345,0.46899551153182983,0.46899551153182983
1,30,8,100,20,0.18613143265247345,0.18613143265247345,0.36444395780563354,0.36444395780563354
2,30,8,100,20,0.18613143265247345,0.18613143265247345,0.5766282677650452,0.5766282677650452
4,30,8,100,20,0.18613143265247345,0.18613143265247345,0.16469942033290863,0.16469942033290863
0.5,50,8,100,5,0.18613143265247345,0.18613143265247345,0.46899551153182983,0.46899551153182983
1,50,8,100,5,0.18613143265247345,0.18613143265247345,0.36444395780563354,0.36444395780563354
2,50,8,100,5,0.18613143265247345,0.18613143265247345,0.5766282677650452,0.5766282677650452
4,50,8,100,5,0.18613143265247345,0.18613143265247345,0.16469942033290863,0.16469942033290863
0.5,50,8,100,10,0.18613143265247345,0.18613143265247345,0.46899551153182983,0.46899551153182983
1,50,8,100,10,0.18613143265247345,0.18613143265247345,0.36444395780563354,0.36444395780563354
2,50,8,100,10,0.18613143265247345,0.18613143265247345,0.5766282677650452,0.5766282677650452
4,50,8,100,10,0.18613143265247345,0.18613143265247345,0.16469942033290863,0.16469942033290863
0.5,50,8,100,15,0.18613143265247345,0.18613143265247345,0.46899551153182983,0.46899551153182983
1,50,8,100,15,0.18613143265247345,0.18613143265247345,0.36444395780563354,0.36444395780563354
2,50,8,100,15,0.18613143265247345,0.18613143265247345,0.5766282677650452,0.5766282677650452
4,50,8,100,15,0.18613143265247345,0.18613143265247345,0.16469942033290863,0.16469942033290863
0.5,50,8,100,20,0.18613143265247345,0.18613143265247345,0.46899551153182983,0.46899551153182983
1,50,8,100,20,0.18613143265247345,0.18613143265247345,0.36444395780563354,0.36444395780563354
2,50,8,100,20,0.18613143265247345,0.18613143265247345,0.5766282677650452,0.5766282677650452
4,50,8,100,20,0.18613143265247345,0.18613143265247345,0.16469942033290863,0.16469942033290863
0.5,100,8,100,5,0.18613143265247345,0.18613143265247345,0.46899551153182983,0.46899551153182983
1,100,8,100,5,0.18613143265247345,0.18613143265247345,0.36444395780563354,0.36444395780563354
2,100,8,100,5,0.18613143265247345,0.18613143265247345,0.5766282677650452,0.5766282677650452
4,100,8,100,5,0.18613143265247345,0.18613143265247345,0.16469942033290863,0.16469942033290863
0.5,100,8,100,10,0.18613143265247345,0.18613143265247345,0.46899551153182983,0.46899551153182983
1,100,8,100,10,0.18613143265247345,0.18613143265247345,0.36444395780563354,0.36444395780563354
2,100,8,100,10,0.18613143265247345,0.18613143265247345,0.5766282677650452,0.5766282677650452
4,100,8,100,10,0.18613143265247345,0.18613143265247345,0.16469942033290863,0.16469942033290863
0.5,100,8,100,15,0.18613143265247345,0.18613143265247345,0.46899551153182983,0.46899551153182983
1,100,8,100,15,0.18613143265247345,0.18613143265247345,0.36444395780563354,0.36444395780563354
2,100,8,100,15,0.18613143265247345,0.18613143265247345,0.5766282677650452,0.5766282677650452
4,100,8,100,15,0.18613143265247345,0.18613143265247345,0.16469942033290863,0.16469942033290863
0.5,100,8,100,20,0.18613143265247345,0.18613143265247345,0.46899551153182983,0.46899551153182983
1,100,8,100,20,0.18613143265247345,0.18613143265247345,0.36444395780563354,0.36444395780563354
2,100,8,100,20,0.18613143265247345,0.18613143265247345,0.5766282677650452,0.5766282677650452
4,100,8,100,20,0.18613143265247345,0.18613143265247345,0.16469942033290863,0.16469942033290863
